,Suburb,Address,Rooms,Type,Price,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount,Car_grouped,Rooms_grouped,zipcode,count,mean,std,min,max,median,mad
785,Ascot Vale,6 MacArthur Av,4,h,1151000.0,S,Bullen,26/08/2017,4.3,3032.0,4.0,2.0,2.0,290.0,178.0,2012.0,Moreland,-37.77708,144.90913999999995,Western Metropolitan,6567.0,2.0,4,3032.0,176,111.61363636363636,116.73779476790166,19,999,86.5,64.96616735537185
786,Ashburton,61 Dent St,4,h,2650000.0,S,Marshall,3/09/2016,11.0,3147.0,4.0,3.0,2.0,753.0,399.0,2015.0,Boroondara,-37.8669,145.0767,Southern Metropolitan,3052.0,2.0,4,3147.0,29,82.75862068965517,55.461476444989536,32,255,60.0,41.0630202140309
787,Ashburton,69 Albion Rd,3,h,1670000.0,S,Jellis,3/12/2016,11.0,3147.0,3.0,2.0,2.0,599.0,220.0,1930.0,Boroondara,-37.8673,145.0688,Southern Metropolitan,3052.0,2.0,3,3147.0,29,82.75862068965517,55.461476444989536,32,255,60.0,41.0630202140309
788,Ashburton,1/17 Ashburn Gr,3,t,955000.0,S,Buxton,3/12/2016,11.0,3147.0,3.0,2.0,2.0,203.0,,1969.0,Boroondara,-37.8655,145.0807,Southern Metropolitan,3052.0,2.0,3,3147.0,29,82.75862068965517,55.461476444989536,32,255,60.0,41.0630202140309
789,Ashburton,3/39 Solway St,3,t,2050000.0,S,Fletchers,3/12/2016,11.0,3147.0,3.0,3.0,4.0,310.0,315.0,2014.0,Boroondara,-37.874,145.0714,Southern Metropolitan,3052.0,4.0,3,3147.0,29,82.75862068965517,55.461476444989536,32,255,60.0,41.0630202140309
790,Ashburton,101/218 High St,2,u,500000.0,VB,Fletchers,4/03/2017,11.0,3147.0,2.0,1.0,1.0,710.0,,2010.0,Boroondara,-37.8636,145.0794,Southern Metropolitan,3052.0,1.0,2,3147.0,29,82.75862068965517,55.461476444989536,32,255,60.0,41.0630202140309
791,Ashburton,51 Victory Bvd,2,h,1575000.0,S,Jellis,4/03/2017,11.0,3147.0,2.0,1.0,2.0,679.0,,1969.0,Boroondara,-37.869,145.0822,Southern Metropolitan,3052.0,2.0,2,3147.0,29,82.75862068965517,55.461476444989536,32,255,60.0,41.0630202140309
792,Ashburton,3 Dunlop St,3,h,1555000.0,S,Jellis,4/06/2016,11.0,3147.0,3.0,2.0,2.0,731.0,149.0,1935.0,Boroondara,-37.8666,145.0676,Southern Metropolitan,3052.0,2.0,3,3147.0,29,82.75862068965517,55.461476444989536,32,255,60.0,41.0630202140309
793,Ashburton,16a Nicholas St,3,h,1100000.0,PI,Marshall,8/10/2016,11.0,3147.0,3.0,3.0,2.0,276.0,178.0,2004.0,Boroondara,-37.8699,145.0778,Southern Metropolitan,3052.0,2.0,3,3147.0,29,82.75862068965517,55.461476444989536,32,255,60.0,41.0630202140309
794,Ashburton,5 Nicholas St,3,h,1337000.0,S,Buxton,8/10/2016,11.0,3147.0,3.0,1.0,2.0,583.0,112.0,1950.0,Boroondara,-37.8685,145.0786,Southern Metropolitan,3052.0,2.0,3,3147.0,29,82.75862068965517,55.461476444989536,32,255,60.0,41.0630202140309
795,Ashburton,33 Eleanor St,4,h,2215000.0,SP,Marshall,10/09/2016,11.0,3147.0,4.0,2.0,1.0,681.0,,1940.0,Boroondara,-37.8612,145.0858,Southern Metropolitan,3052.0,1.0,4,3147.0,29,82.75862068965517,55.461476444989536,32,255,60.0,41.0630202140309
796,Ashburton,1/1 Nairn St,3,h,1518000.0,S,Jellis,10/09/2016,11.0,3147.0,3.0,2.0,2.0,516.0,145.0,1920.0,Boroondara,-37.8675,145.0668,Southern Metropolitan,3052.0,2.0,3,3147.0,29,82.75862068965517,55.461476444989536,32,255,60.0,41.0630202140309
797,Ashburton,9 Gona Ct,3,h,1710000.0,S,hockingstuart,10/12/2016,11.0,3147.0,3.0,1.0,2.0,806.0,101.0,1950.0,Boroondara,-37.8695,145.084,Southern Metropolitan,3052.0,2.0,3,3147.0,29,82.75862068965517,55.461476444989536,32,255,60.0,41.0630202140309
798,Ashburton,45 Yuile St,3,h,1655000.0,S,Jellis,10/12/2016,11.0,3147.0,3.0,1.0,3.0,780.0,152.0,1940.0,Boroondara,-37.8599,145.0815,Southern Metropolitan,3052.0,3.0,3,3147.0,29,82.75862068965517,55.461476444989536,32,255,60.0,41.0630202140309
799,Ashburton,47 Yuile St,4,h,1550000.0,VB,Marshall,12/11/2016,11.0,3147.0,4.0,2.0,2.0,780.0,180.0,1938.0,Boroondara,-37.86,145.0817,Southern Metropolitan,3052.0,2.0,4,3147.0,29,82.75862068965517,55.461476444989536,32,255,60.0,41.0630202140309
800,Ashburton,6a Glen Rd,3,h,1662000.0,S,Jellis,14/05/2016,11.0,3147.0,3.0,2.0,2.0,351.0,228.0,2006.0,Boroondara,-37.8742,145.07,Southern Metropolitan,3052.0,2.0,3,3147.0,29,82.75862068965517,55.461476444989536,32,255,60.0,41.0630202140309
801,Ashburton,18 Glen Rd,3,h,1665000.0,S,Jellis,15/10/2016,11.0,3147.0,3.0,2.0,3.0,702.0,145.0,1945.0,Boroondara,-37.8737,145.0695,Southern Metropolitan,3052.0,3.0,3,3147.0,29,82.75862068965517,55.461476444989536,32,255,60.0,41.0630202140309
802,Ashburton,95 Nicholas St,2,h,1445000.0,S,Jellis,16/04/2016,11.0,3147.0,2.0,1.0,2.0,704.0,,1969.0,Boroondara,-37.8745,145.0738,Southern Metropolitan,3052.0,2.0,2,3147.0,29,82.75862068965517,55.461476444989536,32,255,60.0,41.0630202140309
803,Ashburton,3/75 Victory Bvd,3,t,968000.0,S,Jellis,18/06/2016,11.0,3147.0,3.0,1.0,1.0,227.0,,1969.0,Boroondara,-37.8709,145.0857,Southern Metropolitan,3052.0,1.0,3,3147.0,29,82.75862068965517,55.461476444989536,32,255,60.0,41.0630202140309
804,Ashburton,2/17 Ashburn Gr,3,t,900000.0,S,Jellis,19/11/2016,11.0,3147.0,3.0,2.0,2.0,153.0,110.0,1990.0,Boroondara,-37.8655,145.0808,Southern Metropolitan,3052.0,2.0,3,3147.0,29,82.75862068965517,55.461476444989536,32,255,60.0,41.0630202140309
805,Ashburton,4 Baker Pde,3,h,1500000.0,S,hockingstuart,22/05/2016,11.0,3147.0,3.0,1.0,2.0,545.0,,1969.0,Boroondara,-37.8605,145.0833,Southern Metropolitan,3052.0,2.0,3,3147.0,29,82.75862068965517,55.461476444989536,32,255,60.0,41.0630202140309
806,Ashburton,3 Mustang Ct,3,h,1500000.0,VB,Jellis,22/08/2016,11.0,3147.0,3.0,2.0,2.0,710.0,139.0,1945.0,Boroondara,-37.8653,145.0897,Southern Metropolitan,3052.0,2.0,3,3147.0,29,82.75862068965517,55.461476444989536,32,255,60.0,41.0630202140309
807,Ashburton,63 Dent St,4,h,1800000.0,S,Jellis,25/02/2017,11.0,3147.0,4.0,2.0,4.0,749.0,206.0,1950.0,Boroondara,-37.8669,145.077,Southern Metropolitan,3052.0,4.0,4,3147.0,29,82.75862068965517,55.461476444989536,32,255,60.0,41.0630202140309
808,Ashburton,4 Vears Rd,3,h,1830000.0,S,Jellis,25/02/2017,11.0,3147.0,3.0,2.0,3.0,724.0,168.0,1940.0,Boroondara,-37.8619,145.0879,Southern Metropolitan,3052.0,3.0,3,3147.0,29,82.75862068965517,55.461476444989536,32,255,60.0,41.0630202140309
809,Ashburton,14 Lucerne St,3,h,1415000.0,S,Buxton,27/06/2016,11.0,3147.0,3.0,1.0,1.0,605.0,111.0,1950.0,Boroondara,-37.8703,145.0774,Southern Metropolitan,3052.0,1.0,3,3147.0,29,82.75862068965517,55.461476444989536,32,255,60.0,41.0630202140309
810,Ashburton,5 Pitt St,2,h,1440000.0,PI,Jellis,27/06/2016,11.0,3147.0,2.0,1.0,1.0,687.0,104.0,1940.0,Boroondara,-37.872,145.0692,Southern Metropolitan,3052.0,1.0,2,3147.0,29,82.75862068965517,55.461476444989536,32,255,60.0,41.0630202140309
811,Ashburton,1/65 Ashburn Gr,4,t,1250000.0,VB,Noel,27/11/2016,11.0,3147.0,4.0,2.0,2.0,321.0,199.0,2007.0,Boroondara,-37.8693,145.08,Southern Metropolitan,3052.0,2.0,4,3147.0,29,82.75862068965517,55.461476444989536,32,255,60.0,41.0630202140309
812,Ashburton,12 Meaden St,3,h,1422000.0,S,Buxton,27/11/2016,11.0,3147.0,3.0,1.0,2.0,583.0,,1969.0,Boroondara,-37.8679,145.0781,Southern Metropolitan,3052.0,2.0,3,3147.0,29,82.75862068965517,55.461476444989536,32,255,60.0,41.0630202140309
813,Ashburton,48 Nicholas St,5,h,1600000.0,S,Marshall,27/11/2016,11.0,3147.0,5.0,3.0,4.0,700.0,266.0,1950.0,Boroondara,-37.8724,145.0758,Southern Metropolitan,3052.0,4.0,mas de 4,3147.0,29,82.75862068965517,55.461476444989536,32,255,60.0,41.0630202140309
814,Ashburton,5 Taylor St,4,h,1860000.0,S,Jellis,27/11/2016,11.0,3147.0,4.0,2.0,3.0,696.0,274.0,2000.0,Boroondara,-37.8711,145.0746,Southern Metropolitan,3052.0,3.0,4,3147.0,29,82.75862068965517,55.461476444989536,32,255,60.0,41.0630202140309
815,Ashburton,1/7 Y St,3,t,1710000.0,S,Marshall,27/11/2016,11.0,3147.0,3.0,2.0,2.0,295.0,,1990.0,Boroondara,-37.8624,145.0798,Southern Metropolitan,3052.0,2.0,3,3147.0,29,82.75862068965517,55.461476444989536,32,255,60.0,41.0630202140309
816,Ashburton,33 Highgate Gr,4,h,1790000.0,PI,hockingstuart,28/05/2016,11.0,3147.0,4.0,2.0,2.0,514.0,240.0,1935.0,Boroondara,-37.8664,145.0772,Southern Metropolitan,3052.0,2.0,4,3147.0,29,82.75862068965517,55.461476444989536,32,255,60.0,41.0630202140309
817,Ashburton,9 Pitt St,4,h,1950000.0,S,Tim,28/05/2016,11.0,3147.0,4.0,2.0,2.0,844.0,278.0,1940.0,Boroondara,-37.8715,145.0688,Southern Metropolitan,3052.0,2.0,4,3147.0,29,82.75862068965517,55.461476444989536,32,255,60.0,41.0630202140309
818,Ashburton,9 Ward St,3,h,1600000.0,S,Fletchers,28/05/2016,11.0,3147.0,3.0,1.0,2.0,637.0,,1969.0,Boroondara,-37.8645,145.0797,Southern Metropolitan,3052.0,2.0,3,3147.0,29,82.75862068965517,55.461476444989536,32,255,60.0,41.0630202140309
819,Ashburton,159 Ashburn Gr,3,h,1320000.0,PI,Marshall,28/08/2016,11.0,3147.0,3.0,1.0,2.0,1063.0,,1969.0,Boroondara,-37.8752,145.0754,Southern Metropolitan,3052.0,2.0,3,3147.0,29,82.75862068965517,55.461476444989536,32,255,60.0,41.0630202140309
820,Ashburton,19 Poulter St,3,h,1650000.0,S,Marshall,28/08/2016,11.0,3147.0,3.0,1.0,1.0,697.0,164.0,1947.0,Boroondara,-37.8636,145.0903,Southern Metropolitan,3052.0,1.0,3,3147.0,29,82.75862068965517,55.461476444989536,32,255,60.0,41.0630202140309
821,Ashwood,18 Teck St,2,h,995000.0,S,Tim,3/09/2016,12.2,3147.0,2.0,1.0,1.0,583.0,,1950.0,Monash,-37.8693,145.1082,Southern Metropolitan,2894.0,1.0,2,3147.0,29,82.75862068965517,55.461476444989536,32,255,60.0,41.0630202140309
822,Ashwood,28 Raymond St,3,h,1250000.0,S,Woodards,3/12/2016,12.2,3147.0,3.0,1.0,1.0,842.0,,1969.0,Monash,-37.867,145.1092,Southern Metropolitan,2894.0,1.0,3,3147.0,29,82.75862068965517,55.461476444989536,32,255,60.0,41.0630202140309
823,Ashwood,31a Douglas St,3,u,1045000.0,S,Tim,4/03/2017,12.2,3147.0,3.0,2.0,2.0,467.0,,1969.0,Monash,-37.8639,145.0968,Southern Metropolitan,2894.0,2.0,3,3147.0,29,82.75862068965517,55.461476444989536,32,255,60.0,41.0630202140309
824,Ashwood,1/53 Winbirra Pde,4,h,1200000.0,SP,Purplebricks,4/03/2017,12.2,3147.0,4.0,3.0,2.0,372.0,201.0,2016.0,Monash,-37.8716,145.0999,Southern Metropolitan,2894.0,2.0,4,3147.0,29,82.75862068965517,55.461476444989536,32,255,60.0,41.0630202140309
825,Ashwood,18 Montrose St,2,h,1075000.0,VB,Jellis,4/06/2016,12.2,3147.0,2.0,1.0,2.0,695.0,114.0,1950.0,Monash,-37.8694,145.0944,Southern Metropolitan,2894.0,2.0,2,3147.0,29,82.75862068965517,55.461476444989536,32,255,60.0,41.0630202140309
826,Ashwood,4 Scenic Dr,4,h,1500000.0,S,Fletchers,6/08/2016,12.2,3147.0,2.0,2.0,2.0,621.0,203.0,2000.0,Monash,-37.8647,145.1023,Southern Metropolitan,2894.0,2.0,4,3147.0,29,82.75862068965517,55.461476444989536,32,255,60.0,41.0630202140309
827,Ashwood,8 Rocklands Rd,3,h,1120000.0,S,Tim,7/05/2016,12.2,3147.0,3.0,1.0,2.0,723.0,,1969.0,Monash,-37.8642,145.1109,Southern Metropolitan,2894.0,2.0,3,3147.0,29,82.75862068965517,55.461476444989536,32,255,60.0,41.0630202140309
828,Ashwood,1/7 Farmer St,2,t,700000.0,S,hockingstuart,7/11/2016,12.2,3147.0,2.0,1.0,2.0,367.0,110.0,1970.0,Monash,-37.8662,145.109,Southern Metropolitan,2894.0,2.0,2,3147.0,29,82.75862068965517,55.461476444989536,32,255,60.0,41.0630202140309
829,Ashwood,1/136 High Street Rd,3,h,761000.0,PI,Fletchers,7/11/2016,12.2,3147.0,3.0,2.0,4.0,400.0,94.0,1950.0,Monash,-37.8675,145.106,Southern Metropolitan,2894.0,4.0,3,3147.0,29,82.75862068965517,55.461476444989536,32,255,60.0,41.0630202140309
830,Ashwood,10 Maroondah Rd,4,h,1270000.0,SP,Buxton,8/10/2016,12.2,3147.0,4.0,2.0,1.0,724.0,,1969.0,Monash,-37.8651,145.1109,Southern Metropolitan,2894.0,1.0,4,3147.0,29,82.75862068965517,55.461476444989536,32,255,60.0,41.0630202140309
831,Ashwood,4 Peppermint Ct,4,h,1510000.0,S,Buxton,8/10/2016,12.2,3147.0,4.0,2.0,2.0,526.0,,1969.0,Monash,-37.8661,145.1013,Southern Metropolitan,2894.0,2.0,4,3147.0,29,82.75862068965517,55.461476444989536,32,255,60.0,41.0630202140309
832,Ashwood,35 Douglas St,3,h,1365000.0,S,Fletchers,10/09/2016,12.2,3147.0,3.0,1.0,1.0,792.0,792.0,1950.0,Monash,-37.864000000000004,145.0972,Southern Metropolitan,2894.0,1.0,3,3147.0,29,82.75862068965517,55.461476444989536,32,255,60.0,41.0630202140309
833,Ashwood,95 Huntingdale Rd,4,h,1100000.0,VB,Tim,10/12/2016,12.2,3147.0,3.0,2.0,2.0,803.0,152.0,1970.0,Monash,-37.8621,145.1126,Southern Metropolitan,2894.0,2.0,4,3147.0,29,82.75862068965517,55.461476444989536,32,255,60.0,41.0630202140309
834,Ashwood,8 Maroondah Rd,4,h,1415000.0,S,Buxton,13/08/2016,12.2,3147.0,4.0,3.0,2.0,724.0,,1969.0,Monash,-37.8651,145.1107,Southern Metropolitan,2894.0,2.0,4,3147.0,29,82.75862068965517,55.461476444989536,32,255,60.0,41.0630202140309
835,Ashwood,1/7 Murra Ct,2,u,690000.0,S,Ray,14/05/2016,12.2,3147.0,2.0,1.0,1.0,216.0,90.0,2003.0,Monash,-37.8711,145.1017,Southern Metropolitan,2894.0,1.0,2,3147.0,29,82.75862068965517,55.461476444989536,32,255,60.0,41.0630202140309
836,Ashwood,58 Ashwood Dr,3,h,1631000.0,S,Jellis,15/10/2016,12.2,3147.0,3.0,2.0,3.0,782.0,215.0,1950.0,Monash,-37.8621,145.1021,Southern Metropolitan,2894.0,3.0,3,3147.0,29,82.75862068965517,55.461476444989536,32,255,60.0,41.0630202140309
837,Ashwood,3 Harold St,4,h,1500000.0,S,Buxton,15/10/2016,12.2,3147.0,4.0,2.0,1.0,593.0,255.0,1930.0,Monash,-37.8655,145.096,Southern Metropolitan,2894.0,1.0,4,3147.0,29,82.75862068965517,55.461476444989536,32,255,60.0,41.0630202140309
838,Ashwood,9 Katta Ct,3,h,1060000.0,S,Harcourts,16/07/2016,12.2,3147.0,2.0,1.0,2.0,772.0,,1969.0,Monash,-37.8707,145.1036,Southern Metropolitan,2894.0,2.0,3,3147.0,29,82.75862068965517,55.461476444989536,32,255,60.0,41.0630202140309
839,Ashwood,16 Scenic Dr,5,h,1529500.0,S,Buxton,17/09/2016,12.2,3147.0,5.0,3.0,2.0,585.0,317.0,2000.0,Monash,-37.8637,145.1024,Southern Metropolitan,2894.0,2.0,mas de 4,3147.0,29,82.75862068965517,55.461476444989536,32,255,60.0,41.0630202140309
840,Ashwood,4/36 Queens Pde,2,u,600000.0,S,Noel,18/03/2017,12.2,3147.0,2.0,1.0,1.0,153.0,80.0,1970.0,Monash,-37.8696,145.0962,Southern Metropolitan,2894.0,1.0,2,3147.0,29,82.75862068965517,55.461476444989536,32,255,60.0,41.0630202140309
841,Ashwood,4/24 Mulgrave St,2,u,535000.0,S,Woodards,18/06/2016,12.2,3147.0,2.0,1.0,1.0,72.0,,1969.0,Monash,-37.8702,145.1042,Southern Metropolitan,2894.0,1.0,2,3147.0,29,82.75862068965517,55.461476444989536,32,255,60.0,41.0630202140309
842,Ashwood,147 Huntingdale Rd,3,h,785000.0,S,Buxton,19/11/2016,12.2,3147.0,3.0,1.0,1.0,557.0,,1960.0,Monash,-37.8671,145.1117,Southern Metropolitan,2894.0,1.0,3,3147.0,29,82.75862068965517,55.461476444989536,32,255,60.0,41.0630202140309
843,Ashwood,17 Parkhill Dr,4,h,1240000.0,S,Tim,19/11/2016,12.2,3147.0,4.0,2.0,2.0,766.0,192.0,1950.0,Monash,-37.8629,145.1097,Southern Metropolitan,2894.0,2.0,4,3147.0,29,82.75862068965517,55.461476444989536,32,255,60.0,41.0630202140309
844,Ashwood,2/6 Murra Ct,2,u,700000.0,S,hockingstuart,22/08/2016,12.2,3147.0,2.0,1.0,2.0,192.0,88.0,2007.0,Monash,-37.8709,145.102,Southern Metropolitan,2894.0,2.0,2,3147.0,29,82.75862068965517,55.461476444989536,32,255,60.0,41.0630202140309
845,Ashwood,12 Leonard St,4,h,1350000.0,S,Buxton,24/09/2016,12.2,3147.0,4.0,2.0,1.0,727.0,,1969.0,Monash,-37.8669,145.1106,Southern Metropolitan,2894.0,1.0,4,3147.0,29,82.75862068965517,55.461476444989536,32,255,60.0,41.0630202140309
846,Ashwood,4 Teck St,2,h,1110000.0,S,Fletchers,24/09/2016,12.2,3147.0,2.0,1.0,1.0,586.0,86.0,1950.0,Monash,-37.8683,145.1082,Southern Metropolitan,2894.0,1.0,2,3147.0,29,82.75862068965517,55.461476444989536,32,255,60.0,41.0630202140309
847,Ashwood,14 Ashwood Dr,3,h,1305000.0,S,Jellis,25/02/2017,12.2,3147.0,3.0,1.0,1.0,760.0,120.0,1960.0,Monash,-37.858000000000004,145.1038,Southern Metropolitan,2894.0,1.0,3,3147.0,29,82.75862068965517,55.461476444989536,32,255,60.0,41.0630202140309
848,Ashwood,1/2 Condah Ct,3,h,855000.0,S,Noel,25/02/2017,12.2,3147.0,3.0,2.0,1.0,320.0,85.0,1958.0,Monash,-37.87,145.1103,Southern Metropolitan,2894.0,1.0,3,3147.0,29,82.75862068965517,55.461476444989536,32,255,60.0,41.0630202140309
849,Ashwood,1/16 Raymond St,3,t,900500.0,S,Jellis,27/11/2016,12.2,3147.0,3.0,2.0,2.0,256.0,134.0,2012.0,Monash,-37.8655,145.1096,Southern Metropolitan,2894.0,2.0,3,3147.0,29,82.75862068965517,55.461476444989536,32,255,60.0,41.0630202140309
850,Ashwood,4 Newbury Ct,3,h,1200000.0,VB,Buxton,28/05/2016,12.2,3147.0,3.0,2.0,2.0,839.0,198.0,1970.0,Monash,-37.8614,145.1098,Southern Metropolitan,2894.0,2.0,3,3147.0,29,82.75862068965517,55.461476444989536,32,255,60.0,41.0630202140309
851,Ashwood,2/53 Salisbury Rd,3,t,830000.0,S,Barry,28/08/2016,12.2,3147.0,2.0,1.0,2.0,212.0,130.0,2012.0,Monash,-37.8723,145.1089,Southern Metropolitan,2894.0,2.0,3,3147.0,29,82.75862068965517,55.461476444989536,32,255,60.0,41.0630202140309
852,Ashwood,5 Harcourt St,2,h,1495000.0,S,Barry,8/04/2017,12.2,3147.0,2.0,1.0,2.0,803.0,95.0,1950.0,Monash,-37.8683,145.1064,Southern Metropolitan,2894.0,2.0,2,3147.0,29,82.75862068965517,55.461476444989536,32,255,60.0,41.0630202140309
853,Ashwood,217 Huntingdale Rd,4,h,1126000.0,S,Harcourts,8/04/2017,12.2,3147.0,4.0,1.0,1.0,656.0,,1969.0,Monash,-37.8696,145.1111,Southern Metropolitan,2894.0,1.0,4,3147.0,29,82.75862068965517,55.461476444989536,32,255,60.0,41.0630202140309
854,Ashwood,1/7 Queens Pde,2,u,822000.0,S,Marshall,8/04/2017,12.2,3147.0,2.0,1.0,1.0,78.0,59.0,1970.0,Monash,-37.8677,145.0981,Southern Metropolitan,2894.0,1.0,2,3147.0,29,82.75862068965517,55.461476444989536,32,255,60.0,41.0630202140309
855,Ashwood,3/5 Yunki Ct,2,t,770000.0,SP,Buxton,8/04/2017,12.2,3147.0,2.0,1.0,2.0,162.0,,2010.0,Monash,-37.871,145.0994,Southern Metropolitan,2894.0,2.0,2,3147.0,29,82.75862068965517,55.461476444989536,32,255,60.0,41.0630202140309
856,Ashwood,2/5 Parkhill Dr,3,u,890000.0,S,Jellis,20/05/2017,12.2,3147.0,3.0,2.0,2.0,235.0,130.0,2006.0,Monash,-37.8625,145.1083,Southern Metropolitan,2894.0,2.0,3,3147.0,29,82.75862068965517,55.461476444989536,32,255,60.0,41.0630202140309
857,Ashburton,53 Gloucester Rd,2,h,1450000.0,S,Woodards,8/04/2017,11.0,3147.0,2.0,1.0,1.0,627.0,,1969.0,Boroondara,-37.8689,145.0882,Southern Metropolitan,3052.0,1.0,2,3147.0,29,82.75862068965517,55.461476444989536,32,255,60.0,41.0630202140309
858,Ashburton,2a Liberator St,2,u,925000.0,S,Jellis,8/04/2017,11.0,3147.0,2.0,1.0,2.0,257.0,,1969.0,Boroondara,-37.866,145.089,Southern Metropolitan,3052.0,2.0,2,3147.0,29,82.75862068965517,55.461476444989536,32,255,60.0,41.0630202140309
859,Ashburton,23 Solway St,4,h,2220000.0,S,Marshall,13/05/2017,11.0,3147.0,4.0,3.0,2.0,480.0,244.0,2016.0,Boroondara,-37.8726,145.0716,Southern Metropolitan,3052.0,2.0,4,3147.0,29,82.75862068965517,55.461476444989536,32,255,60.0,41.0630202140309
860,Ashburton,24 Baird St,3,h,1912500.0,S,Jellis,22/04/2017,11.0,3147.0,3.0,2.0,2.0,869.0,,1969.0,Boroondara,-37.8686,145.0721,Southern Metropolitan,3052.0,2.0,3,3147.0,29,82.75862068965517,55.461476444989536,32,255,60.0,41.0630202140309
861,Ashburton,11 Poulter St,4,h,2085000.0,PI,Buxton,29/04/2017,11.0,3147.0,4.0,2.0,2.0,705.0,,1969.0,Boroondara,-37.8635,145.0895,Southern Metropolitan,3052.0,2.0,4,3147.0,29,82.75862068965517,55.461476444989536,32,255,60.0,41.0630202140309
862,Ashwood,4 Wippa Ct,3,h,1225000.0,S,hockingstuart,1/07/2017,10.2,3147.0,3.0,1.0,2.0,770.0,,1969.0,Monash,-37.87257,145.09781999999996,Southern Metropolitan,2894.0,2.0,3,3147.0,29,82.75862068965517,55.461476444989536,32,255,60.0,41.0630202140309
863,Ashburton,93A Ashburn Gr,4,t,1655000.0,S,hockingstuart,3/06/2017,10.2,3147.0,4.0,3.0,2.0,510.0,240.0,2013.0,Boroondara,-37.87159000000001,145.0795,Southern Metropolitan,3052.0,2.0,4,3147.0,29,82.75862068965517,55.461476444989536,32,255,60.0,41.0630202140309
864,Ashburton,43 Fakenham Rd,4,h,1800000.0,S,J,3/06/2017,10.2,3147.0,4.0,2.0,2.0,682.0,,1969.0,Boroondara,-37.8621,145.08588,Southern Metropolitan,3052.0,2.0,4,3147.0,29,82.75862068965517,55.461476444989536,32,255,60.0,41.0630202140309
865,Ashburton,65 Fakenham Rd,2,h,1880000.0,SP,Buxton,3/06/2017,10.2,3147.0,2.0,2.0,2.0,627.0,,1969.0,Boroondara,-37.862359999999995,145.08787,Southern Metropolitan,3052.0,2.0,2,3147.0,29,82.75862068965517,55.461476444989536,32,255,60.0,41.0630202140309
866,Ashburton,20 Ward St,4,h,2405000.0,S,Jellis,3/06/2017,10.2,3147.0,4.0,2.0,2.0,604.0,125.0,1930.0,Boroondara,-37.86513,145.07918999999995,Southern Metropolitan,3052.0,2.0,4,3147.0,29,82.75862068965517,55.461476444989536,32,255,60.0,41.0630202140309
867,Ashburton,22 Duke St,4,h,2170000.0,S,Marshall,17/06/2017,10.2,3147.0,4.0,2.0,2.0,697.0,,1969.0,Boroondara,-37.86015,145.07735,Southern Metropolitan,3052.0,2.0,4,3147.0,29,82.75862068965517,55.461476444989536,32,255,60.0,41.0630202140309
868,Ashwood,47 Ashwood Dr,4,h,1680000.0,S,Jellis,17/06/2017,10.2,3147.0,4.0,3.0,3.0,726.0,194.0,1958.0,Monash,-37.85842,145.10288,Southern Metropolitan,2894.0,3.0,4,3147.0,29,82.75862068965517,55.461476444989536,32,255,60.0,41.0630202140309
869,Ashwood,2 Julie Ct,3,h,1650000.0,SP,Buxton,17/06/2017,10.2,3147.0,3.0,1.0,2.0,964.0,,1969.0,Monash,-37.86572,145.09763,Southern Metropolitan,2894.0,2.0,3,3147.0,29,82.75862068965517,55.461476444989536,32,255,60.0,41.0630202140309
870,Ashwood,2/7 Murra Ct,3,h,860000.0,S,Purplebricks,17/06/2017,10.2,3147.0,3.0,2.0,2.0,280.0,115.0,1990.0,Monash,-37.87105,145.10198,Southern Metropolitan,2894.0,2.0,3,3147.0,29,82.75862068965517,55.461476444989536,32,255,60.0,41.0630202140309
871,Ashburton,103 Fakenham Rd,3,h,1850000.0,S,Marshall,24/06/2017,10.2,3147.0,3.0,2.0,2.0,720.0,,1969.0,Boroondara,-37.86286,145.09228000000004,Southern Metropolitan,3052.0,2.0,3,3147.0,29,82.75862068965517,55.461476444989536,32,255,60.0,41.0630202140309
872,Ashwood,4 Moore St,4,h,1425000.0,S,Buxton,24/06/2017,10.2,3147.0,4.0,1.0,2.0,778.0,,1969.0,Monash,-37.863009999999996,145.11158999999995,Southern Metropolitan,2894.0,2.0,4,3147.0,29,82.75862068965517,55.461476444989536,32,255,60.0,41.0630202140309
873,Ashburton,55 Fakenham Rd,4,h,1972500.0,S,Buxton,27/05/2017,10.2,3147.0,4.0,1.0,1.0,676.0,,1969.0,Boroondara,-37.86223,145.08696,Southern Metropolitan,3052.0,1.0,4,3147.0,29,82.75862068965517,55.461476444989536,32,255,60.0,41.0630202140309
874,Ashburton,27 Vears Rd,3,h,1775000.0,S,Buxton,27/05/2017,10.2,3147.0,3.0,2.0,2.0,721.0,,1969.0,Boroondara,-37.86123,145.08845,Southern Metropolitan,3052.0,2.0,3,3147.0,29,82.75862068965517,55.461476444989536,32,255,60.0,41.0630202140309
875,Ashburton,2/6 Ramu Gr,4,t,1520000.0,S,Jellis,12/08/2017,10.2,3147.0,4.0,3.0,2.0,267.0,190.0,2012.0,Boroondara,-37.87036,145.08471,Southern Metropolitan,3052.0,2.0,4,3147.0,29,82.75862068965517,55.461476444989536,32,255,60.0,41.0630202140309
